converted,GameLevel,NumGameDays,NumGameDays4Plus,NumInGameMessagesSent,NumSpaceHeroBadges,NumFriendRequestIgnored,NumFriends,AcquiredSpaceship,AcquiredIonWeapon,TimesLostSpaceship,TimesKilled,TimesCaptain,TimesNavigator,PurchasedCoinPackSmall,PurchasedCoinPackLarge,NumAdsClicked,DaysUser,UserConsole,UserHasOldOS,training
no,7,23,1,0,0,52,0,no,no,0,0,7,0,no,no,8,1674,no,no,1
no,10,18,0,132,0,66,0,no,no,51,0,0,1,no,yes,2,2009,yes,no,0
no,8,14,0,135,0,45,57,no,no,0,1,0,0,no,no,23,2374,yes,no,1
no,2,16,0,51,0,0,0,no,no,11,0,0,0,yes,no,7,2527,yes,no,1
no,6,11,5,85,0,29,2,yes,no,4,0,0,0,no,yes,18,2922,yes,no,0
no,5,9,0,0,0,0,0,no,no,0,0,0,0,no,no,8,2313,yes,no,1
no,9,13,0,12,0,14,0,no,no,1,0,0,0,no,yes,6,3653,yes,no,0
no,6,4,0,0,0,0,0,no,no,2,0,0,0,no,no,10,4018,yes,no,1
no,7,3,0,15,0,13,0,no,no,1,0,0,0,no,no,9,2739,yes,no,1
no,10,16,0,295,1,91,11,no,no,0,0,0,0,no,yes,37,2343,yes,no,1
no,10,16,0,52,1,112,176,no,no,1,0,0,0,yes,no,16,2984,yes,no,1
no,10,14,0,271,0,32,0,yes,no,20,0,0,0,yes,no,5,1492,yes,no,1
yes,7,22,5,260,7,46,61,yes,no,0,0,0,0,no,no,4,2009,yes,no,0
no,8,20,12,463,5,85,126,no,no,130,0,32,0,no,yes,17,3105,yes,no,1
no,7,19,0,63,0,49,71,yes,no,50,0,0,1,no,no,5,3288,yes,no,1
no,10,21,0,8,0,16,333,no,no,2,0,0,0,no,no,16,2769,yes,no,0
no,7,4,0,0,0,0,0,no,no,0,0,0,0,no,no,5,2922,yes,no,1
no,4,19,0,7,0,18,6,no,no,2,0,0,0,no,no,4,2039,yes,no,1
no,7,14,0,0,0,10,22,no,no,8,0,0,0,no,no,11,2343,yes,no,1
yes,10,19,0,77,0,14,30,yes,no,0,0,0,0,no,no,11,1889,no,no,0
no,9,21,12,0,0,0,4,yes,no,0,0,0,3,yes,yes,8,2466,yes,no,1
no,2,17,0,148,0,92,148,no,no,0,0,0,0,yes,no,9,1705,yes,no,1
no,1,1,0,0,0,32,0,no,no,13,0,0,0,no,no,9,3439,no,no,0
no,2,2,0,0,0,0,123,no,no,3,0,0,0,no,yes,20,1797,yes,yes,1
no,8,15,0,249,0,94,4,no,no,51,0,0,0,yes,no,5,2708,yes,no,0
no,7,5,0,223,0,45,31,no,no,0,0,0,0,yes,no,12,1858,yes,no,1
no,5,8,0,51,0,51,123,no,no,0,0,1,0,yes,no,2,2769,yes,yes,0
no,10,20,11,5,0,0,7,no,no,4,0,0,0,no,no,26,3105,yes,no,1
no,6,14,0,50,0,32,26,no,no,2,0,0,0,yes,no,4,3044,yes,no,1
no,6,7,0,67,0,6,1,no,no,11,0,0,0,yes,no,1,2708,yes,no,1
no,7,9,0,0,0,6,358,no,no,0,0,0,14,yes,no,14,2861,yes,no,0
no,5,3,0,198,0,109,57,no,no,6,0,1,0,yes,yes,6,2647,yes,no,1
no,9,17,0,303,1,51,55,yes,no,5,0,1,0,no,no,7,2282,yes,no,0
no,4,14,0,14,0,62,26,no,no,0,0,0,0,no,no,9,2282,no,no,1
no,7,25,0,103,0,21,13,yes,no,20,0,0,0,yes,no,3,2953,yes,no,1
no,2,5,0,2,0,0,0,no,no,2,0,0,0,no,yes,10,3378,yes,no,1
no,2,20,0,0,0,23,2,no,no,0,0,0,0,no,no,3,3013,yes,no,1
no,2,10,0,117,0,70,15,no,no,1,0,14,0,yes,no,7,2708,yes,no,1
no,8,27,0,74,0,9,14,no,no,0,0,0,0,yes,no,10,2404,no,no,1
no,6,4,0,90,0,56,0,yes,no,0,0,3,3,no,no,3,3197,yes,yes,1
no,2,5,0,0,0,0,0,no,no,0,0,0,0,no,no,5,3013,yes,no,0
no,7,11,0,127,0,4,18,no,no,17,0,0,0,no,no,4,2892,no,no,1
no,9,12,0,170,6,120,336,no,no,0,0,0,7,yes,no,5,3166,yes,no,1
yes,8,7,0,0,1,32,14,no,no,0,0,0,0,yes,no,12,3562,yes,yes,0
yes,6,15,6,36,7,6,64,no,no,0,0,0,7,yes,no,6,2404,yes,no,1
no,6,2,0,0,0,44,173,yes,no,1,0,1,0,no,no,11,2922,yes,no,1
no,9,1,0,9,0,4,0,no,no,0,0,0,0,yes,yes,5,2708,no,no,1
no,10,6,6,652,2,80,25,yes,no,17,0,2,0,yes,yes,36,2009,yes,no,1
no,10,16,0,1,0,1,96,no,no,13,0,0,6,yes,no,21,2678,no,no,0
no,7,23,0,0,0,0,0,no,no,0,0,0,0,no,yes,1,3592,yes,no,0
no,3,3,0,0,0,0,0,no,no,0,1,0,0,no,yes,3,3044,no,no,1
no,8,8,2,1,0,24,0,no,no,0,0,0,0,no,yes,5,3013,yes,no,1
no,7,1,0,0,0,1,39,no,no,0,0,0,0,yes,no,9,2192,yes,no,1
no,9,14,3,132,0,68,136,no,no,0,0,13,1,no,no,19,2282,yes,no,1
no,2,14,3,1,0,0,0,yes,no,0,0,2,0,no,yes,5,3562,no,no,1
no,9,20,0,79,0,3,124,yes,no,47,0,0,7,yes,no,6,2313,yes,no,1
no,5,19,1,0,0,0,0,no,no,12,0,0,2,no,no,10,1797,yes,no,0
no,10,28,5,41,1,40,3,yes,no,11,0,6,0,no,no,20,4108,yes,no,1
no,4,2,0,0,0,0,0,no,no,0,0,0,0,no,no,6,2070,no,no,1
no,9,3,0,0,0,0,0,no,no,0,0,0,0,yes,yes,10,4139,yes,no,1
no,8,1,0,6,0,0,61,no,no,4,0,0,0,no,no,4,2374,yes,no,1
no,2,14,11,1,0,19,0,yes,no,0,0,15,0,no,no,9,1797,yes,no,1
no,10,19,16,197,0,87,1,no,no,1,5,20,8,no,no,8,2404,yes,no,1
no,5,5,1,0,0,0,1,no,no,0,0,0,0,no,no,11,3044,no,no,1
no,2,2,0,0,0,14,182,no,no,2,0,0,0,no,no,5,3531,no,no,1
no,4,17,0,60,0,0,106,no,no,0,0,0,0,no,no,23,3166,yes,no,1
no,6,18,0,39,2,97,303,no,no,0,0,0,1,no,no,25,3074,no,no,1
no,1,10,0,123,0,0,29,no,no,0,0,0,0,no,no,24,1461,no,no,0
no,2,10,2,171,3,77,404,no,no,0,0,5,0,yes,no,11,1889,yes,no,0
no,7,21,0,0,0,78,338,no,no,5,0,0,0,no,yes,21,3044,yes,no,1
no,2,7,0,0,0,34,0,no,no,0,0,9,0,no,no,8,3865,yes,no,1
no,7,12,0,98,0,94,3,no,no,6,0,0,0,no,no,0,1613,yes,no,1
no,5,14,0,243,0,104,1,no,no,24,0,0,0,yes,no,4,2800,no,no,1
no,8,2,0,96,0,5,1,no,no,1,0,0,0,yes,no,24,2678,no,no,0
no,7,13,0,80,1,110,25,no,no,0,0,21,6,no,no,7,1917,yes,no,0
no,5,7,0,0,6,0,175,no,no,0,0,0,0,no,no,10,1736,no,no,1
no,9,18,0,1,0,2,0,yes,no,0,0,0,0,no,no,6,3562,yes,no,0
no,6,10,0,421,0,96,11,no,no,29,0,0,0,yes,no,3,2374,no,yes,0
no,4,18,0,0,0,0,107,no,no,0,0,0,0,no,no,9,2313,yes,no,1
no,9,7,0,0,0,0,0,no,no,0,0,0,0,no,no,9,3409,yes,no,1
yes,9,17,4,118,0,48,428,yes,no,4,0,0,4,yes,yes,6,3865,yes,no,0
no,5,8,0,0,0,0,0,no,no,0,0,0,0,no,no,10,2800,yes,no,0
no,8,27,0,158,0,0,119,no,no,1,0,0,0,yes,yes,16,2282,yes,no,1
yes,6,18,15,432,7,106,12,yes,no,3,0,17,6,yes,yes,8,1917,no,no,1
no,3,9,0,95,0,44,69,no,no,0,0,0,1,no,yes,6,2953,no,no,1
no,1,3,0,0,0,0,116,no,no,0,0,0,0,no,no,22,1827,yes,no,1
no,5,22,0,349,0,56,16,no,no,5,0,0,0,no,no,1,2769,no,no,1
no,9,18,18,39,0,24,0,yes,no,0,0,0,1,no,no,0,2192,yes,no,1
no,8,16,0,100,0,99,0,no,no,25,0,0,0,yes,no,1,3653,yes,no,0
no,9,24,0,171,0,2,10,no,yes,2,0,0,0,no,yes,27,1736,no,no,0
yes,2,10,0,0,1,0,21,no,no,0,0,0,0,no,no,9,3743,yes,no,1
no,7,14,0,3,0,0,0,no,no,0,0,0,0,no,no,5,2588,yes,no,1
no,8,19,0,138,0,15,256,no,no,7,0,0,0,yes,no,14,1308,yes,no,0
no,8,8,0,128,0,40,42,no,no,1,0,0,0,no,yes,8,2619,yes,no,0
no,6,8,6,4,0,1,135,yes,no,8,0,6,13,no,no,17,2192,yes,no,1
no,2,17,0,0,0,0,0,no,no,0,0,0,0,no,no,1,1858,yes,no,1
no,8,18,3,0,0,0,0,no,no,0,0,2,0,no,no,0,2039,yes,no,1
no,3,12,0,57,0,0,395,no,no,6,0,0,0,no,no,23,3044,yes,no,0
no,8,13,0,0,6,0,10,no,no,0,0,0,0,yes,no,4,2282,yes,no,1
no,10,27,0,232,0,59,445,no,no,64,0,0,0,no,no,10,1339,yes,no,1
no,5,11,0,0,0,0,0,no,no,0,0,0,0,yes,no,9,2619,yes,no,1
no,8,14,0,1,2,78,2,no,no,0,0,0,0,yes,no,26,3044,yes,no,0
no,9,21,0,25,0,36,2,no,no,4,0,0,0,no,no,4,3258,yes,no,1
no,8,15,0,114,0,76,6,no,no,3,0,0,1,no,yes,7,3074,yes,yes,1
no,7,17,0,276,0,111,30,yes,no,16,0,0,7,no,no,2,2769,yes,no,0
no,9,8,0,0,0,0,0,no,no,4,0,0,0,yes,no,1,3684,yes,no,1
no,8,18,0,1,2,62,61,no,no,14,0,0,1,yes,no,7,3439,yes,no,0
no,7,17,0,26,0,88,8,no,no,1,0,1,0,no,no,3,2466,yes,no,1
no,1,5,0,0,0,0,0,no,no,0,0,1,0,yes,no,2,2223,no,no,1
no,2,17,15,0,0,0,0,yes,no,0,0,3,0,no,yes,11,3927,yes,no,0
no,2,14,0,0,0,4,0,no,no,22,0,0,0,no,yes,8,3835,no,no,0
no,6,16,0,83,0,18,1,no,no,11,0,0,0,no,no,1,2861,no,no,0
no,5,13,0,131,0,58,0,no,no,22,0,0,0,yes,no,6,2313,no,no,1
no,8,18,0,237,0,96,0,no,no,1,0,0,0,yes,no,12,1917,yes,no,1
no,6,8,0,0,0,0,1,no,no,0,0,0,0,no,yes,35,3044,yes,no,1
no,5,6,0,30,0,0,6,no,no,2,0,0,0,no,yes,14,2861,yes,no,1
no,5,2,0,0,0,24,0,no,no,0,0,0,0,no,no,7,2435,yes,no,1
no,10,18,0,819,0,21,3,no,no,8,0,0,0,no,yes,4,3743,yes,no,0
no,5,11,2,0,0,0,0,yes,no,0,0,0,0,no,no,5,3774,no,no,1
no,5,2,0,0,0,0,6,no,no,0,0,0,1,no,no,7,3013,yes,no,1
no,7,21,8,108,0,68,0,no,no,8,0,0,0,no,no,7,2678,yes,no,0
yes,7,20,0,82,0,7,59,no,no,0,0,0,1,no,no,5,2101,yes,no,0
no,7,14,0,145,1,61,57,yes,no,2,0,0,0,no,no,7,2557,no,no,1
no,6,17,0,96,0,113,76,yes,no,1,0,0,0,no,no,4,2588,yes,no,1
no,10,18,0,16,0,32,1,yes,no,2,5,0,2,no,no,21,2831,yes,yes,0
no,8,12,0,48,0,0,1,yes,no,3,0,1,2,no,no,4,2831,yes,no,1
no,8,13,0,0,0,0,0,no,no,0,0,0,0,no,yes,10,3197,yes,no,0
no,5,10,0,44,0,65,0,yes,no,0,0,5,6,yes,no,1,3743,yes,no,1
no,7,12,0,0,0,0,93,no,no,0,0,0,0,no,yes,3,2953,no,no,0
no,5,9,0,15,0,1,53,no,no,13,2,0,0,no,no,12,2162,yes,no,1
no,8,14,4,0,0,0,0,yes,no,0,0,0,0,no,yes,7,2282,no,no,1
no,8,19,0,187,0,105,24,no,no,55,0,0,0,no,no,5,2192,yes,no,0
no,9,13,11,350,0,77,50,no,no,7,0,0,20,no,yes,11,2435,yes,no,1
no,5,15,0,45,0,2,15,no,no,0,0,1,0,yes,no,5,3044,yes,no,1
no,5,2,0,192,0,65,0,no,no,0,0,0,0,no,no,5,2313,no,no,1
no,8,26,17,76,0,104,2,yes,no,11,0,4,17,no,no,14,2619,yes,no,1
no,7,17,0,43,0,66,152,no,no,17,0,0,0,no,no,8,2343,yes,no,1
no,6,19,14,0,0,0,0,yes,no,0,0,44,7,no,no,6,2800,yes,no,1
no,8,17,5,1,2,27,65,no,no,5,0,0,1,no,no,34,3105,yes,no,0
yes,2,5,0,45,11,75,274,no,no,0,0,0,0,no,no,23,1948,yes,no,0
no,1,18,0,262,0,63,0,no,yes,20,0,0,0,no,no,12,3835,no,no,1
no,10,18,0,249,1,99,4,no,no,1,0,3,4,no,yes,28,2374,no,no,0
yes,9,17,8,389,0,82,1,yes,no,0,0,3,0,no,yes,1,3562,no,no,0
no,10,21,0,0,0,0,0,no,no,0,0,0,0,no,no,10,2984,yes,no,0
no,6,11,0,0,0,24,251,no,no,0,0,0,0,yes,no,11,2101,yes,no,1
no,3,18,0,68,0,46,115,no,no,0,0,0,0,no,no,0,2739,no,no,0
yes,9,21,17,361,1,1,4,yes,no,3,0,34,15,no,no,13,2404,yes,no,1
no,10,14,0,24,4,75,126,no,no,0,0,0,0,no,no,22,3350,yes,no,0
no,2,2,0,35,0,0,0,no,no,1,0,0,0,no,no,2,2374,no,no,0
no,9,2,0,1,0,49,436,no,no,0,0,0,0,no,no,1,2009,yes,no,0
no,6,2,0,0,0,0,1,no,no,0,0,0,1,yes,no,9,1644,yes,no,1
no,8,17,0,48,0,35,9,yes,no,0,0,0,4,yes,no,3,2192,yes,no,1
no,1,1,0,67,0,107,0,no,no,6,0,0,0,no,no,5,2739,yes,no,1
no,2,19,1,3,0,1,27,no,no,0,0,0,0,yes,no,24,1096,no,no,1
no,10,7,3,0,0,0,470,no,no,8,0,0,0,yes,no,15,1492,no,no,1
no,8,19,16,53,0,31,3,yes,no,6,0,0,1,no,no,7,2922,yes,no,0
no,2,17,6,0,0,0,0,no,no,0,0,28,66,yes,yes,1,3074,yes,no,0
no,5,17,3,0,0,31,1,no,no,0,0,0,0,no,no,5,1917,yes,yes,1
no,1,14,0,258,0,5,0,yes,no,1,0,14,3,no,no,1,2557,yes,no,0
no,4,11,1,0,0,0,0,no,no,0,0,0,0,no,no,3,3044,yes,no,1
no,5,17,1,0,0,62,7,yes,no,0,0,0,0,no,no,24,1278,yes,no,1
no,4,18,0,0,0,0,0,no,no,0,0,0,0,no,yes,8,2435,yes,no,1
no,10,4,0,0,1,4,1,no,no,2,0,0,0,no,no,6,1948,yes,no,1
no,8,3,0,41,10,103,233,no,no,1,0,0,1,yes,no,22,1400,yes,no,1
no,1,11,0,0,0,0,0,no,no,0,0,0,0,yes,no,5,2922,yes,no,1
no,10,19,0,23,0,20,12,no,no,6,0,1,0,no,no,18,2496,yes,no,1
no,2,1,1,0,0,0,2,no,no,0,0,0,0,no,yes,12,3197,no,no,1
no,7,18,0,65,0,0,8,no,no,21,0,0,0,no,no,19,2496,no,no,1
no,2,1,0,0,0,0,68,no,no,0,0,20,0,no,yes,19,3835,yes,no,1
no,3,11,0,74,0,11,191,no,no,0,0,0,0,yes,no,3,2922,no,yes,1
no,7,16,0,150,0,91,1,no,no,6,0,0,0,no,no,0,2619,yes,no,1
no,10,14,2,85,11,84,448,no,no,1,0,9,9,no,no,2,2009,yes,no,1
no,2,19,2,118,0,77,5,no,yes,0,0,0,0,yes,yes,1,2131,yes,no,1
no,9,15,0,0,0,4,160,no,no,0,0,0,1,no,yes,11,2678,no,no,1
no,6,3,0,1,0,5,0,no,no,0,0,0,0,no,yes,2,2708,no,yes,1
no,3,4,0,0,0,27,10,no,no,6,0,0,0,yes,yes,4,3500,yes,no,0
yes,10,25,3,12,12,113,26,no,no,0,0,0,0,yes,no,9,3105,yes,no,1
no,9,12,0,40,1,0,44,no,no,5,0,0,0,no,yes,6,2404,yes,yes,1
no,6,3,0,0,0,0,0,no,no,0,0,0,0,no,yes,7,2374,yes,yes,1
no,10,20,2,0,0,1,63,yes,no,2,0,1,16,no,no,20,2678,yes,no,0
no,2,7,3,157,0,73,0,yes,no,0,0,1,0,no,no,9,3074,yes,no,0
no,4,26,0,0,0,30,2,no,no,0,0,0,0,no,no,11,3774,no,no,0
yes,7,20,1,108,1,20,4,yes,no,0,0,0,0,yes,no,11,2131,yes,no,1
no,4,15,6,155,0,49,21,yes,no,0,0,0,0,yes,no,15,3227,yes,no,1
no,5,23,0,29,0,1,0,no,no,1,0,0,0,no,yes,7,2647,yes,no,1
no,9,17,0,52,0,4,0,no,no,0,0,29,6,yes,yes,9,1889,yes,yes,1
no,1,1,0,41,0,0,0,no,no,6,0,0,0,no,no,10,3896,yes,no,1
no,7,3,0,0,0,76,0,no,no,0,0,3,0,no,no,3,1674,no,no,1
yes,7,15,1,0,0,0,239,no,yes,0,0,0,0,yes,no,3,3835,yes,no,1
no,7,16,0,53,0,12,0,no,no,1,0,0,0,no,no,11,2557,yes,no,1
no,7,17,0,238,0,110,22,no,no,0,0,0,0,no,no,10,2039,yes,no,1
no,8,11,0,173,0,23,4,yes,no,23,0,2,0,yes,yes,5,2619,yes,no,1
no,10,19,0,206,0,96,19,yes,no,3,0,8,2,no,no,31,2678,yes,no,1
no,6,10,0,42,0,0,0,no,no,0,0,0,0,no,yes,4,2374,yes,no,1
no,9,3,0,12,0,47,0,yes,no,0,0,0,0,no,yes,2,2162,yes,yes,0
no,10,7,0,235,2,113,243,yes,no,12,0,0,0,yes,no,21,3044,yes,no,0
yes,10,19,0,68,0,9,4,no,no,10,0,0,0,yes,yes,10,2254,yes,no,1
no,5,5,0,6,1,26,486,no,no,1,0,0,0,yes,no,7,1948,no,no,1
no,8,13,0,0,0,0,0,yes,no,0,0,0,0,no,no,9,3774,yes,no,1
no,10,23,0,0,0,80,0,no,no,4,0,0,0,no,yes,1,3350,yes,no,1
no,2,1,0,258,0,68,89,no,no,2,0,0,2,no,no,1,2374,yes,no,1
no,10,11,0,5,0,0,0,yes,no,0,0,0,3,no,yes,6,2527,no,no,1
no,6,7,0,63,0,9,4,no,no,0,0,0,0,yes,no,1,2404,yes,no,0
no,7,13,7,30,0,57,9,no,no,0,0,0,0,no,no,3,2192,yes,yes,1
no,10,8,2,2,0,0,81,yes,no,0,0,0,1,no,yes,25,1766,yes,no,1
no,10,18,4,151,1,121,333,yes,no,27,0,0,0,yes,no,13,3835,yes,no,0
no,3,12,0,59,0,0,0,no,no,0,0,0,0,no,yes,6,4139,no,no,0
no,9,12,0,273,0,43,0,no,no,13,0,7,0,yes,yes,6,2800,yes,no,0
no,7,10,0,179,0,71,0,yes,no,9,0,0,0,no,no,2,3258,yes,no,0
no,8,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,3,3074,yes,no,1
no,3,5,0,0,0,0,300,no,no,0,0,0,0,no,no,5,2527,yes,no,0
no,9,8,0,0,0,0,32,no,no,0,0,0,0,no,no,19,1461,yes,no,0
no,8,1,0,0,0,24,67,no,no,0,0,15,0,yes,no,16,2374,yes,no,1
no,4,18,7,4,0,0,0,yes,no,0,0,0,0,no,yes,12,3105,no,no,1
no,5,1,0,106,0,0,0,no,no,0,0,0,0,no,no,10,2619,yes,no,1
no,7,18,3,199,0,45,0,no,no,1,0,0,0,yes,no,8,2374,yes,no,0
no,7,11,0,20,0,0,0,no,no,1,0,1,0,no,no,1,3623,yes,no,0
no,1,5,0,0,0,0,0,no,no,0,0,0,0,yes,yes,6,3378,yes,no,1
no,5,1,0,39,0,0,0,no,no,0,0,0,0,no,no,11,2557,yes,no,1
no,2,19,0,0,1,27,21,no,no,0,0,0,0,yes,yes,20,2861,yes,no,0
no,8,2,0,0,0,0,12,no,no,0,0,4,4,no,no,13,2404,yes,no,1
no,7,13,0,0,0,9,0,no,no,4,0,0,0,no,no,1,1400,yes,no,1
no,6,16,10,177,0,71,178,yes,no,14,0,0,0,yes,no,11,3592,yes,yes,0
no,6,19,0,74,0,19,0,yes,no,0,0,0,0,no,no,5,2588,yes,no,1
no,6,4,0,112,0,110,56,no,no,0,0,0,0,yes,no,5,2527,yes,no,1
no,9,5,0,0,0,0,112,yes,no,3,0,0,0,yes,no,22,1827,yes,no,1
no,7,21,0,0,0,36,143,no,no,0,0,0,0,no,no,6,3470,yes,no,1
no,6,16,0,98,0,34,0,no,no,4,0,0,0,yes,yes,7,3044,yes,no,0
no,5,1,0,46,0,29,0,no,no,0,0,0,0,yes,no,1,3319,yes,no,0
no,2,4,3,0,0,0,0,no,no,0,0,0,0,no,no,6,3623,yes,yes,1
no,1,1,0,76,0,0,2,no,no,0,0,0,0,no,yes,9,3684,no,no,1
no,8,18,0,0,0,0,0,no,no,2,0,0,0,no,yes,1,2953,yes,no,1
no,9,19,0,74,0,67,41,no,no,9,0,0,13,no,no,8,3135,no,no,0
no,2,9,0,18,0,40,1,no,no,19,0,0,0,no,no,6,3197,yes,no,0
no,7,20,0,177,0,59,74,no,no,6,0,0,0,no,no,3,2009,yes,no,1
no,4,13,3,317,0,66,0,no,no,6,0,0,0,no,no,9,3074,yes,no,0
no,7,17,0,272,0,45,5,no,no,1,0,0,1,no,no,19,2313,yes,no,0
no,10,26,0,495,0,79,138,no,no,36,0,0,0,yes,no,11,2404,no,no,1
no,5,4,2,302,0,21,0,yes,no,2,0,0,0,no,no,10,2953,yes,no,1
yes,9,16,0,120,0,53,4,no,no,0,0,0,0,no,no,10,3135,yes,no,1
no,2,8,0,0,0,0,0,no,no,0,0,0,0,yes,no,10,3531,yes,no,1
no,7,10,0,65,6,62,410,no,no,28,0,0,1,no,no,5,2404,no,no,1
no,9,9,0,94,0,0,11,no,no,1,0,0,0,no,no,5,2343,no,no,1
no,8,3,0,27,0,19,141,yes,no,3,0,0,0,yes,yes,8,1613,no,no,1
no,6,2,0,0,0,0,0,no,no,7,0,0,0,yes,no,6,2496,yes,yes,1
no,7,21,0,133,0,46,20,no,no,15,0,0,0,yes,no,4,2739,yes,no,0
no,7,23,3,1,0,0,0,no,no,4,0,5,0,no,yes,1,2588,yes,no,1
no,9,8,0,147,0,74,0,yes,no,1,0,0,0,yes,no,3,2039,yes,no,1
no,8,20,13,69,1,118,1,no,no,0,0,9,0,no,yes,10,2192,yes,no,1
no,7,14,0,4,0,4,3,no,no,0,0,2,1,no,no,14,1948,yes,no,1
no,1,13,0,202,0,62,0,no,no,0,0,0,0,no,yes,6,2435,yes,no,1
no,5,3,0,53,0,12,0,yes,no,0,0,0,0,no,yes,3,2282,yes,no,1
no,4,11,3,0,7,48,8,no,no,0,0,5,0,no,yes,6,2496,yes,no,1
no,6,15,13,45,0,43,0,no,no,3,0,0,0,no,no,4,2861,yes,no,1
no,5,17,1,0,0,2,0,yes,no,0,0,0,0,no,yes,6,3653,yes,no,1
no,8,19,0,208,0,1,0,no,no,17,0,0,0,no,yes,5,2922,yes,no,1
no,5,12,0,0,0,37,0,no,no,0,0,0,0,yes,no,9,1797,yes,no,0
no,5,13,0,320,0,50,0,yes,no,7,0,2,1,yes,yes,11,2708,no,no,0
no,8,20,0,61,0,0,86,no,no,2,0,0,0,no,no,14,1431,no,no,0
no,10,19,0,57,0,29,0,yes,no,1,0,0,2,yes,no,10,2557,yes,no,1
no,6,14,1,153,1,87,2,no,no,1,0,0,0,yes,no,13,2223,yes,no,1
no,6,2,0,132,0,51,0,no,no,2,0,0,0,no,no,10,2435,no,no,1
no,9,28,0,68,0,104,0,no,no,0,5,0,0,no,no,11,3743,yes,no,1
no,5,22,0,208,1,98,9,no,no,28,0,0,0,no,no,7,2374,yes,no,0
no,1,1,1,44,0,39,3,yes,yes,0,0,0,0,no,yes,16,1523,no,no,1
no,7,14,11,159,1,108,425,yes,no,19,0,0,26,yes,no,6,2739,yes,no,1
no,5,1,0,0,0,0,7,no,no,0,0,0,0,no,no,7,2282,no,no,0
no,2,14,0,27,0,43,1,no,no,0,0,0,0,no,no,2,3197,yes,yes,1
no,9,15,0,72,1,98,100,no,no,2,0,0,0,no,no,6,2254,yes,no,1
no,7,15,0,106,0,99,1,yes,no,15,0,3,1,no,no,8,2708,yes,no,1
no,3,1,1,0,0,2,5,yes,no,11,0,2,0,yes,no,11,2708,no,no,1
no,9,19,1,148,1,55,37,no,no,14,0,0,0,yes,yes,6,2162,no,no,0
no,6,8,1,66,0,0,0,yes,no,0,0,0,0,no,no,6,1339,yes,no,1
no,5,4,0,0,0,6,0,no,no,2,0,0,0,no,no,1,2984,yes,no,0
no,10,8,0,197,0,68,2,no,no,0,0,0,0,no,no,6,2588,yes,no,0
no,10,22,0,127,0,96,41,no,no,7,0,0,0,yes,no,17,2647,yes,no,1
no,8,14,9,45,0,40,0,yes,no,1,0,0,0,no,yes,3,2953,yes,no,1
no,3,7,0,0,0,36,0,no,no,15,2,0,0,no,yes,6,3105,yes,yes,0
no,1,17,0,0,0,0,4,no,no,0,0,0,0,no,no,2,2374,yes,no,1
no,10,23,0,53,0,6,5,no,no,0,0,0,1,no,no,9,3409,yes,no,0
no,9,12,5,46,1,34,144,yes,no,15,0,1,0,no,no,8,3135,yes,no,0
no,2,14,0,84,0,6,0,yes,no,4,0,0,0,no,yes,10,2162,no,no,1
no,9,12,0,0,0,0,57,no,no,0,0,0,0,yes,yes,20,2861,yes,no,0
no,10,4,0,459,0,53,0,yes,no,20,0,0,1,no,no,1,2343,yes,no,1
no,2,13,0,272,0,6,0,no,no,0,0,0,0,no,no,7,3835,no,no,1
no,8,23,0,1002,1,84,3,no,no,51,0,0,0,no,no,11,2223,yes,no,0
no,9,17,0,377,0,39,11,no,no,9,0,0,0,yes,yes,7,3378,yes,no,1
no,5,5,0,131,0,0,0,no,yes,0,0,0,0,no,no,0,3166,yes,no,1
no,3,18,1,173,0,109,6,yes,no,9,0,56,4,no,no,5,3500,yes,no,1
no,10,16,5,109,0,45,6,no,no,40,0,0,0,yes,no,7,2708,yes,no,0
no,7,10,0,78,0,66,63,no,no,2,0,0,1,no,no,2,2769,yes,no,0
no,2,8,0,128,0,0,102,no,no,0,0,0,0,no,yes,1,1066,yes,no,1
no,7,10,0,0,1,51,21,yes,no,0,0,0,0,no,no,25,2708,yes,no,1
no,9,20,0,34,0,8,10,no,no,0,0,0,0,yes,no,2,2223,yes,no,0
no,10,19,1,127,0,0,26,yes,no,61,0,0,4,no,no,5,2070,yes,no,1
no,10,19,0,236,0,76,348,no,no,17,0,0,2,no,no,4,2162,yes,no,0
no,8,5,0,0,0,0,14,yes,no,0,0,0,0,no,yes,7,3378,no,no,0
no,4,14,12,39,0,1,21,yes,no,3,0,0,0,no,no,2,3013,no,no,1
no,8,13,0,6,0,90,267,no,no,3,0,0,0,no,yes,7,2678,yes,no,1
no,8,6,0,8,0,0,0,no,no,0,0,0,0,no,yes,1,3197,yes,no,1
no,10,14,0,89,0,11,0,no,yes,0,0,0,0,no,no,0,2588,yes,no,1
no,4,8,0,0,0,0,0,no,no,5,0,0,0,no,no,10,2557,yes,no,1
no,2,3,0,22,0,11,69,yes,no,3,0,0,0,yes,no,8,1400,yes,no,0
no,1,19,0,0,0,0,1,no,no,0,0,0,0,no,no,5,3592,no,no,1
no,4,14,0,457,0,100,0,no,no,86,11,0,0,no,yes,11,2800,no,no,1
no,6,15,10,87,0,10,274,yes,no,0,0,0,0,yes,no,8,2131,yes,no,0
no,1,1,0,0,0,0,14,no,no,0,0,0,0,no,no,2,2374,yes,no,1
no,8,1,0,182,0,80,4,no,no,0,0,0,0,no,yes,10,2708,yes,no,1
